nodeID_from,nodeID_to,country_name,country_ISO3
1,2,ITA,ITA
1,3,ITA,ITA
1,4,ITA,ITA
1,5,ITA,ITA
1,6,ITA,ITA
1,7,ITA,ITA
1,8,ITA,ITA
1,9,ITA,ITA
1,10,ITA,ITA
1,11,ITA,ITA
1,12,ITA,ITA
1,13,ITA,ITA
1,14,ITA,ITA
1,15,ITA,ITA
1,16,ITA,ITA
1,17,ITA,ITA
1,18,ITA,ITA
1,19,ITA,ITA
1,20,ITA,ITA
1,21,ITA,ITA
1,22,ITA,ITA
1,23,ITA,ITA
1,24,ITA,ITA
1,25,ITA,ITA
1,26,ITA,ITA
1,27,ITA,ITA
1,28,ITA,ITA
1,29,ITA,ITA
1,30,ITA,ITA
1,31,ITA,ITA
1,32,ITA,ITA
1,33,ITA,ITA
1,34,ITA,ITA
1,35,ITA,ITA
1,36,ITA,ITA
1,37,ITA,ITA
1,38,ITA,ITA
1,39,ITA,ITA
1,40,ITA,ITA
1,41,ITA,ITA
1,42,ITA,ITA
1,43,ITA,ITA
1,44,ITA,ITA
1,45,ITA,ITA
1,46,ITA,ITA
1,47,ITA,ITA
1,48,ITA,ITA
1,49,ITA,ITA
1,50,ITA,ITA
1,51,ITA,ITA
1,52,ITA,ITA
1,53,ITA,ITA
1,54,ITA,ITA
1,55,ITA,ITA
1,56,ITA,ITA
1,57,ITA,ITA
1,58,ITA,ITA
1,59,ITA,ITA
1,60,ITA,ITA
1,61,ITA,ITA
1,62,ITA,ITA
1,63,ITA,ITA
1,64,ITA,ITA
1,65,ITA,ITA
1,66,ITA,ITA
1,67,ITA,ITA
1,68,ITA,ITA
1,69,ITA,ITA
1,70,ITA,ITA
1,71,ITA,ITA
1,72,ITA,ITA
1,73,ITA,ITA
1,74,ITA,ITA
1,75,ITA,ITA
1,76,ITA,ITA
1,77,ITA,ITA
1,78,ITA,ITA
1,79,ITA,ITA
1,80,ITA,ITA
1,81,ITA,ITA
1,82,ITA,ITA
1,83,ITA,ITA
1,84,ITA,ITA
1,85,ITA,ITA
1,86,ITA,ITA
1,87,ITA,ITA
1,88,ITA,ITA
1,89,ITA,ITA
1,90,ITA,ITA
1,91,ITA,ITA
1,92,ITA,ITA
1,93,ITA,ITA
1,94,ITA,ITA
1,95,ITA,ITA
1,96,ITA,ITA
1,97,ITA,ITA
1,98,ITA,ITA
1,99,ITA,ITA
1,100,ITA,ITA
1,101,ITA,ITA
1,102,ITA,ITA
1,103,ITA,ITA
1,104,ITA,ITA
1,105,ITA,ITA
1,106,ITA,ITA
1,107,ITA,ITA
1,108,ITA,ITA
1,109,ITA,ITA
1,110,ITA,ITA
2,3,ITA,ITA
2,4,ITA,ITA
2,5,ITA,ITA
2,6,ITA,ITA
2,7,ITA,ITA
2,8,ITA,ITA
2,9,ITA,ITA
2,10,ITA,ITA
2,11,ITA,ITA
2,12,ITA,ITA
2,13,ITA,ITA
2,14,ITA,ITA
2,15,ITA,ITA
2,16,ITA,ITA
2,17,ITA,ITA
2,18,ITA,ITA
2,19,ITA,ITA
2,20,ITA,ITA
2,21,ITA,ITA
2,22,ITA,ITA
2,23,ITA,ITA
2,24,ITA,ITA
2,25,ITA,ITA
2,26,ITA,ITA
2,27,ITA,ITA
2,28,ITA,ITA
2,29,ITA,ITA
2,30,ITA,ITA
2,31,ITA,ITA
2,32,ITA,ITA
2,33,ITA,ITA
2,34,ITA,ITA
2,35,ITA,ITA
2,36,ITA,ITA
2,37,ITA,ITA
2,38,ITA,ITA
2,39,ITA,ITA
2,40,ITA,ITA
2,41,ITA,ITA
2,42,ITA,ITA
2,43,ITA,ITA
2,44,ITA,ITA
2,45,ITA,ITA
2,46,ITA,ITA
2,47,ITA,ITA
2,48,ITA,ITA
2,49,ITA,ITA
2,50,ITA,ITA
2,51,ITA,ITA
2,52,ITA,ITA
2,53,ITA,ITA
2,54,ITA,ITA
2,55,ITA,ITA
2,56,ITA,ITA
2,57,ITA,ITA
2,58,ITA,ITA
2,59,ITA,ITA
2,60,ITA,ITA
2,61,ITA,ITA
2,62,ITA,ITA
2,63,ITA,ITA
2,64,ITA,ITA
2,65,ITA,ITA
2,66,ITA,ITA
2,67,ITA,ITA
2,68,ITA,ITA
2,69,ITA,ITA
2,70,ITA,ITA
2,71,ITA,ITA
2,72,ITA,ITA
2,73,ITA,ITA
2,74,ITA,ITA
2,75,ITA,ITA
2,76,ITA,ITA
2,77,ITA,ITA
2,78,ITA,ITA
2,79,ITA,ITA
2,80,ITA,ITA
2,81,ITA,ITA
2,82,ITA,ITA
2,83,ITA,ITA
2,84,ITA,ITA
2,85,ITA,ITA
2,86,ITA,ITA
2,87,ITA,ITA
2,88,ITA,ITA
2,89,ITA,ITA
2,90,ITA,ITA
2,91,ITA,ITA
2,92,ITA,ITA
2,93,ITA,ITA
2,94,ITA,ITA
2,95,ITA,ITA
2,96,ITA,ITA
2,97,ITA,ITA
2,98,ITA,ITA
2,99,ITA,ITA
2,100,ITA,ITA
2,101,ITA,ITA
2,102,ITA,ITA
2,103,ITA,ITA
2,104,ITA,ITA
2,105,ITA,ITA
2,106,ITA,ITA
2,107,ITA,ITA
2,108,ITA,ITA
2,109,ITA,ITA
2,110,ITA,ITA
3,4,ITA,ITA
3,5,ITA,ITA
3,6,ITA,ITA
3,7,ITA,ITA
3,8,ITA,ITA
3,9,ITA,ITA
3,10,ITA,ITA
3,11,ITA,ITA
3,12,ITA,ITA
3,13,ITA,ITA
3,14,ITA,ITA
3,15,ITA,ITA
3,16,ITA,ITA
3,17,ITA,ITA
3,18,ITA,ITA
3,19,ITA,ITA
3,20,ITA,ITA
3,21,ITA,ITA
