nodeID_from,nodeID_to,country_name,country_ISO3
1,2,PRT,PRT
1,3,PRT,PRT
1,4,PRT,PRT
1,5,PRT,PRT
1,6,PRT,PRT
1,7,PRT,PRT
1,8,PRT,PRT
1,9,PRT,PRT
1,10,PRT,PRT
1,11,PRT,PRT
1,12,PRT,PRT
1,13,PRT,PRT
1,14,PRT,PRT
1,15,PRT,PRT
1,16,PRT,PRT
1,17,PRT,PRT
1,18,PRT,PRT
1,19,PRT,PRT
1,20,PRT,PRT
1,21,PRT,PRT
1,22,PRT,PRT
1,23,PRT,PRT
1,24,PRT,PRT
1,25,PRT,PRT
2,3,PRT,PRT
2,4,PRT,PRT
2,5,PRT,PRT
2,6,PRT,PRT
2,7,PRT,PRT
2,8,PRT,PRT
2,9,PRT,PRT
2,10,PRT,PRT
2,11,PRT,PRT
2,12,PRT,PRT
2,13,PRT,PRT
2,14,PRT,PRT
2,15,PRT,PRT
2,16,PRT,PRT
2,17,PRT,PRT
2,18,PRT,PRT
2,19,PRT,PRT
2,20,PRT,PRT
2,21,PRT,PRT
2,22,PRT,PRT
2,23,PRT,PRT
2,24,PRT,PRT
2,25,PRT,PRT
3,4,PRT,PRT
3,5,PRT,PRT
3,6,PRT,PRT
3,7,PRT,PRT
3,8,PRT,PRT
3,9,PRT,PRT
3,10,PRT,PRT
3,11,PRT,PRT
3,12,PRT,PRT
3,13,PRT,PRT
3,14,PRT,PRT
3,15,PRT,PRT
3,16,PRT,PRT
3,17,PRT,PRT
3,18,PRT,PRT
3,19,PRT,PRT
3,20,PRT,PRT
3,21,PRT,PRT
3,22,PRT,PRT
3,23,PRT,PRT
3,24,PRT,PRT
3,25,PRT,PRT
4,5,PRT,PRT
4,6,PRT,PRT
4,7,PRT,PRT
4,8,PRT,PRT
4,9,PRT,PRT
4,10,PRT,PRT
4,11,PRT,PRT
4,12,PRT,PRT
4,13,PRT,PRT
4,14,PRT,PRT
4,15,PRT,PRT
4,16,PRT,PRT
4,17,PRT,PRT
4,18,PRT,PRT
4,19,PRT,PRT
4,20,PRT,PRT
4,21,PRT,PRT
4,22,PRT,PRT
4,23,PRT,PRT
4,24,PRT,PRT
4,25,PRT,PRT
5,6,PRT,PRT
5,7,PRT,PRT
5,8,PRT,PRT
5,9,PRT,PRT
5,10,PRT,PRT
5,11,PRT,PRT
5,12,PRT,PRT
5,13,PRT,PRT
5,14,PRT,PRT
