nodeID,nodeLabel,latitude,longitude
1,Adrar,21.01649511046586,-10.21454423934807
2,Nouakchott,18.14302342320001,-15.907199148303956
3,Tagant,18.573082768268485,-10.39353556623293
4,Tiris Zemmour,24.19440204237997,-9.684921710223318
5,Trarza,17.924390386839203,-14.844382928654959
6,Assaba,16.580273732425447,-11.535997620431337
7,Brakna,17.24770366205727,-13.403564116235927
8,Dakhlet Nouadhibou,20.824740414606392,-15.981082110369767
9,Gorgol,16.006480091671214,-12.83599303674891
10,Guidimaka,15.376999837973292,-12.125583677443583
11,Hodh ech Chargui,18.193701422326136,-7.090179218347094
12,Hodh el Gharbi,16.56542590907422,-9.832345292162776
13,Inchiri,19.991809253556262,-15.113407724422347
