nodeID,nodeLabel,latitude,longitude
1,Chaouia - Ouardigha,33.024165680325154,-7.16201908837328
2,Oriental,33.43933518832718,-2.567057379251
3,Rabat - Salé - Zemmour - Zaer,33.70423904776071,-6.370563576501061
4,Souss - Massa - Draâ,30.475245483951664,-7.410024587320558
5,Tadla - Azilal,32.1265752815069,-6.438846123279749
6,Tanger - Tétouan,35.23799570771969,-5.42734284020072
7,Taza - Al Hoceima - Taounate,34.41946509143366,-4.105333983516143
8,Doukkala - Abda,32.501380295978194,-8.626215888089714
9,Fès - Boulemane,33.45858283084483,-4.222417095585334
10,Gharb - Chrarda - Béni Hssen,34.514767962312476,-5.946391346968263
11,Grand Casablanca,33.52025682138658,-7.577243705434507
12,Guelmim - Es-Semara,28.808734680100642,-9.185232202067663
13,Laâyoune - Boujdour - Sakia El Hamra,27.86669858917063,-12.234458717872341
14,Marrakech - Tensift - Al Haouz,31.613751685970453,-8.353482557569874
15,Meknès - Tafilalet,32.03529979624927,-4.806551647977119
