nodeID,nodeLabel,latitude,longitude
1,Attapu,14.793854534894571,106.94507574127242
2,Phôngsali,21.65444682415164,102.24182286609803
3,Saravan,15.848394407019766,106.27370196122439
4,Savannakhét,16.553723207531004,105.70570242033504
5,Vientiane,18.630699161375787,102.13094758946917
6,Vientiane [prefecture],18.1428828566435,102.58047219664797
7,Xaignabouri,18.940634417387066,101.34647946667866
8,Xaisômboun,18.884791986544574,103.0921766588349
9,Xékong,15.582019226578932,107.0391144072329
10,Xiangkhoang,19.465684669043952,103.51929661265511
11,Bokeo,20.351056302674586,100.64290660124924
12,Bolikhamxai,18.48885756692305,104.25967546589322
13,Champasak,14.77168604344611,105.96056402277135
14,Houaphan,20.283857043824153,104.00934282200848
15,Khammouan,17.569540754321668,105.26055938419509
16,Louang Namtha,20.888413061145076,101.14344763784275
17,Louangphrabang,20.132590639851305,102.55240786178285
18,Oudômxai,20.418030747100598,101.72969106135571
