nodeID,nodeLabel,latitude,longitude
1,!Karas,-26.973439530252655,17.616060049286435
2,Oshana,-18.432348442194133,15.722775172908818
3,Oshikoto,-18.59884964589012,17.004529414147555
4,Otjozondjupa,-20.30837833272728,18.1733151820333
5,Zambezi,-17.862712329351115,23.846746193444936
6,Erongo,-22.05386807098357,15.227951028680566
7,Hardap,-24.551477829014775,17.396460290176993
8,Kavango,-18.368963622838077,19.74960216189819
9,Khomas,-22.916042940634572,17.152838615260755
10,Kunene,-19.13440812055702,13.927533491030077
11,Ohangwena,-17.584854543466072,16.812668238228976
12,Omaheke,-21.88995221442668,19.465969873704594
13,Omusati,-18.27874911861363,14.894718372468718
